CRN CTYPE CODE RSEAT STIME ETIME DAY SEM SUBJ 
70850 Lec ENVS1000U 139 1240 1400 9 201601 ENVS 
70850 Lec ENVS1000U 139 1110 1230 1 201601 ENVS 
70850 Lec ENVS1000U 139 1110 1230 6 201601 ENVS 
70850 Lec ENVS1000U 139 1240 1400 4 201601 ENVS 
70138 Lec ENVS2010U 49 1110 1400 1 201601 ENVS 
70138 Lec ENVS2010U 49 1110 1400 6 201601 ENVS 
71530 Lec ENVS3110U 16 1110 1400 2 201601 ENVS 
71530 Lec ENVS3110U 16 1110 1400 7 201601 ENVS 
70140 Lec FSCI1010U 113 1110 1400 3 201601 FSCI 
70140 Lec FSCI1010U 113 1110 1400 8 201601 FSCI 
70147 Lec FSCI3030U 5 1240 1400 9 201601 FSCI 
70147 Lec FSCI3030U 5 1110 1230 1 201601 FSCI 
70147 Lec FSCI3030U 5 1110 1230 6 201601 FSCI 
70147 Lec FSCI3030U 5 1240 1400 4 201601 FSCI 
70148 Lab FSCI3030U 0 0810 1200 7 201601 FSCI 
70148 Lab FSCI3030U 0 0810 1200 2 201601 FSCI 
71282 Lab FSCI3030U 1 1410 1800 7 201601 FSCI 
71282 Lab FSCI3030U 1 1410 1800 2 201601 FSCI 
70262 Lec FSCI3040U 4 1240 1400 2 201601 FSCI 
70262 Lec FSCI3040U 4 1110 1230 9 201601 FSCI 
70262 Lec FSCI3040U 4 1240 1400 7 201601 FSCI 
70262 Lec FSCI3040U 4 1110 1230 4 201601 FSCI 
70263 Lab FSCI3040U 0 1410 1800 4 201601 FSCI 
70263 Lab FSCI3040U 0 1410 1800 9 201601 FSCI 
71285 Lab FSCI3040U 4 0810 1200 5 201601 FSCI 
71285 Lab FSCI3040U 4 0810 1200 10 201601 FSCI 
73423 Lec FSCI3120U 6 0940 1100 9 201601 FSCI 
73423 Lec FSCI3120U 6 0810 0930 6 201601 FSCI 
73423 Lec FSCI3120U 6 0940 1100 4 201601 FSCI 
73423 Lec FSCI3120U 6 0810 0930 1 201601 FSCI 
73424 Lab FSCI3120U 1 0810 1200 3 201601 FSCI 
73424 Lab FSCI3120U 1 0810 1200 8 201601 FSCI 
73426 Lec FSCI3210U 12 1410 1700 8 201601 FSCI 
73426 Lec FSCI3210U 12 1410 1700 3 201601 FSCI 
71289 Lec FSCI4050U 12 1540 1700 7 201601 FSCI 
71289 Lec FSCI4050U 12 1540 1700 2 201601 FSCI 
71295 Oth FSCI4420U 4 1210 1400 6 201601 FSCI 
71295 Oth FSCI4420U 4 1210 1400 1 201601 FSCI 
73433 Lec CDPS1000U 180 0810 1100 1 201601 CDPS 
73433 Lec CDPS1000U 180 0810 1100 6 201601 CDPS 
73434 Lec CDPS2502U 6 1410 1700 9 201601 CDPS 
73434 Lec CDPS2502U 6 1410 1700 4 201601 CDPS 
73435 Lec CDPS3100U 22 1410 1700 2 201601 CDPS 
73435 Lec CDPS3100U 22 1410 1700 7 201601 CDPS 
73611 Lec CDPS3101U 14 1110 1400 3 201601 CDPS 
73611 Lec CDPS3101U 14 1110 1400 8 201601 CDPS 
73437 Lec CDPS3800U 20 1110 1400 1 201601 CDPS 
73437 Lec CDPS3800U 20 1110 1400 6 201601 CDPS 
73129 Lec ELEE2210U 57 1410 1530 5 201601 ELEE 
73129 Lec ELEE2210U 57 1540 1700 3 201601 ELEE 
73129 Lec ELEE2210U 57 1410 1530 10 201601 ELEE 
73129 Lec ELEE2210U 57 1540 1700 8 201601 ELEE 
73130 Tut ELEE2210U 23 1540 1700 6 201601 ELEE 
73130 Tut ELEE2210U 23 1540 1700 1 201601 ELEE 
73131 Tut ELEE2210U 34 1540 1700 5 201601 ELEE 
73131 Tut ELEE2210U 34 1540 1700 10 201601 ELEE 
73132 Lec ELEE2250U 63 0940 1100 8 201601 ELEE 
73132 Lec ELEE2250U 63 0810 0930 5 201601 ELEE 
73132 Lec ELEE2250U 63 0940 1100 3 201601 ELEE 
73132 Lec ELEE2250U 63 0810 0930 10 201601 ELEE 
73133 Lab ELEE2250U 6 1110 1400 4 201601 ELEE 
73134 Lab ELEE2250U 8 1110 1400 6 201601 ELEE 
73135 Lab ELEE2250U 19 1110 1400 1 201601 ELEE 
73136 Lab ELEE2250U 0 1110 1400 2 201601 ELEE 
73137 Lab ELEE2250U 0 1110 1400 3 201601 ELEE 
73138 Tut ELEE2250U 5 1540 1700 7 201601 ELEE 
73138 Tut ELEE2250U 5 1540 1700 2 201601 ELEE 
73139 Tut ELEE2250U 28 1540 1700 4 201601 ELEE 
73139 Tut ELEE2250U 28 1540 1700 9 201601 ELEE 
73141 Lec ELEE2450U 14 0940 1100 10 201601 ELEE 
73141 Lec ELEE2450U 14 0810 0930 7 201601 ELEE 
73141 Lec ELEE2450U 14 0940 1100 5 201601 ELEE 
73141 Lec ELEE2450U 14 0810 0930 2 201601 ELEE 
73142 Lab ELEE2450U 0 1110 1400 10 201601 ELEE 
73143 Lab ELEE2450U 7 1110 1400 2 201601 ELEE 
73144 Lab ELEE2450U 2 1110 1400 8 201601 ELEE 
73145 Lab ELEE2450U 9 1110 1400 6 201601 ELEE 
73146 Lab ELEE2450U 7 1110 1400 7 201601 ELEE 
73147 Tut ELEE2450U 0 1410 1530 7 201601 ELEE 
73147 Tut ELEE2450U 0 1410 1530 2 201601 ELEE 
73148 Tut ELEE2450U 17 1710 1830 4 201601 ELEE 
73148 Tut ELEE2450U 17 1710 1830 9 201601 ELEE 
73149 Lab ELEE2450U 17 1110 1400 1 201601 ELEE 
73739 Lec ELEE2450U 52 0810 0930 4 201601 ELEE 
73739 Lec ELEE2450U 52 0940 1100 2 201601 ELEE 
73739 Lec ELEE2450U 52 0810 0930 9 201601 ELEE 
73739 Lec ELEE2450U 52 0940 1100 7 201601 ELEE 
73740 Lab ELEE2450U 24 1840 2130 7 201601 ELEE 
73741 Tut ELEE2450U 49 1710 1830 4 201601 ELEE 
73741 Tut ELEE2450U 49 1710 1830 9 201601 ELEE 
73150 Lec ELEE2520U 47 1710 1830 6 201601 ELEE 
73150 Lec ELEE2520U 47 1840 2000 3 201601 ELEE 
73150 Lec ELEE2520U 47 1840 2000 8 201601 ELEE 
73150 Lec ELEE2520U 47 1710 1830 1 201601 ELEE 
73151 Tut ELEE2520U 34 1240 1400 10 201601 ELEE 
73151 Tut ELEE2520U 34 1240 1400 5 201601 ELEE 
73522 Lec ENGR1015U 75 0940 1100 9 201601 ENGR 
73522 Lec ENGR1015U 75 0810 0930 6 201601 ENGR 
73522 Lec ENGR1015U 75 0940 1100 4 201601 ENGR 
73522 Lec ENGR1015U 75 0810 0930 1 201601 ENGR 
73523 Lab ENGR1015U 60 1840 2130 7 201601 ENGR 
73523 Lab ENGR1015U 60 1840 2130 2 201601 ENGR 
73524 Lab ENGR1015U 15 1010 1100 6 201601 ENGR 
73524 Lab ENGR1015U 15 1010 1100 1 201601 ENGR 
73525 Tut ENGR1015U 37 1410 1500 6 201601 ENGR 
73525 Tut ENGR1015U 37 1410 1500 1 201601 ENGR 
73540 Tut ENGR1015U 38 1410 1500 5 201601 ENGR 
73540 Tut ENGR1015U 38 1410 1500 10 201601 ENGR 
73211 Lec ENGR1025U 32 0940 1100 9 201601 ENGR 
73211 Lec ENGR1025U 32 0810 0930 6 201601 ENGR 
73211 Lec ENGR1025U 32 0940 1100 4 201601 ENGR 
73211 Lec ENGR1025U 32 0810 0930 1 201601 ENGR 
73212 Lec ENGR1025U 57 0940 1100 10 201601 ENGR 
73212 Lec ENGR1025U 57 0810 0930 7 201601 ENGR 
73212 Lec ENGR1025U 57 0940 1100 5 201601 ENGR 
73212 Lec ENGR1025U 57 0810 0930 2 201601 ENGR 
73213 Lab ENGR1025U 0 1110 1300 2 201601 ENGR 
73213 Lab ENGR1025U 0 1110 1300 7 201601 ENGR 
73214 Lab ENGR1025U 2 1710 1900 6 201601 ENGR 
73214 Lab ENGR1025U 2 1710 1900 1 201601 ENGR 
73215 Lab ENGR1025U 23 1110 1300 1 201601 ENGR 
73215 Lab ENGR1025U 23 1110 1300 6 201601 ENGR 
73218 Lab ENGR1025U 33 1310 1500 3 201601 ENGR 
73218 Lab ENGR1025U 33 1310 1500 8 201601 ENGR 
73219 Lab ENGR1025U 14 1110 1300 10 201601 ENGR 
73219 Lab ENGR1025U 14 1110 1300 5 201601 ENGR 
73220 Lab ENGR1025U 42 1310 1500 6 201601 ENGR 
73220 Lab ENGR1025U 42 1310 1500 1 201601 ENGR 
73223 Lab ENGR1025U 0 1110 1300 9 201601 ENGR 
73223 Lab ENGR1025U 0 1110 1300 4 201601 ENGR 
73225 Lab ENGR1025U 21 1710 1900 3 201601 ENGR 
73225 Lab ENGR1025U 21 1710 1900 8 201601 ENGR 
73226 Lab ENGR1025U 52 1510 1700 1 201601 ENGR 
73226 Lab ENGR1025U 52 1510 1700 6 201601 ENGR 
73227 Lab ENGR1025U 45 1110 1300 3 201601 ENGR 
73227 Lab ENGR1025U 45 1110 1300 8 201601 ENGR 
73235 Tut ENGR1025U 0 1310 1400 7 201601 ENGR 
73235 Tut ENGR1025U 0 1310 1400 2 201601 ENGR 
73236 Tut ENGR1025U 13 1010 1100 7 201601 ENGR 
73236 Tut ENGR1025U 13 1010 1100 2 201601 ENGR 
73237 Tut ENGR1025U 9 1210 1300 7 201601 ENGR 
73237 Tut ENGR1025U 9 1210 1300 2 201601 ENGR 
73238 Tut ENGR1025U 26 1110 1200 2 201601 ENGR 
73238 Tut ENGR1025U 26 1110 1200 7 201601 ENGR 
73239 Tut ENGR1025U 19 1110 1200 1 201601 ENGR 
73239 Tut ENGR1025U 19 1110 1200 6 201601 ENGR 
73240 Tut ENGR1025U 0 1110 1200 9 201601 ENGR 
73240 Tut ENGR1025U 0 1110 1200 4 201601 ENGR 
73241 Tut ENGR1025U 51 1210 1300 7 201601 ENGR 
73241 Tut ENGR1025U 51 1210 1300 2 201601 ENGR 
70431 Lec ECON2020U 0 1240 1400 2 201601 ECON 
70431 Lec ECON2020U 0 1240 1400 7 201601 ECON 
70432 Lec ECON2020U 54 1110 1230 9 201601 ECON 
70432 Lec ECON2020U 54 1110 1230 4 201601 ECON 
70987 Tut ECON2020U 12 0810 0930 4 201601 ECON 
70987 Tut ECON2020U 12 0810 0930 9 201601 ECON 
70988 Tut ECON2020U 0 1110 1230 1 201601 ECON 
70988 Tut ECON2020U 0 1110 1230 6 201601 ECON 
73643 Tut ECON2020U 5 0940 1100 2 201601 ECON 
73643 Tut ECON2020U 5 0940 1100 7 201601 ECON 
73644 Tut ECON2020U 0 1410 1530 7 201601 ECON 
73644 Tut ECON2020U 0 1410 1530 2 201601 ECON 
73645 Tut ECON2020U 18 0810 0930 8 201601 ECON 
73645 Tut ECON2020U 18 0810 0930 3 201601 ECON 
73646 Tut ECON2020U 0 0940 1100 10 201601 ECON 
73646 Tut ECON2020U 0 0940 1100 5 201601 ECON 
73647 Tut ECON2020U 9 0940 1100 8 201601 ECON 
73647 Tut ECON2020U 9 0940 1100 3 201601 ECON 
73648 Tut ECON2020U 10 1710 1830 6 201601 ECON 
73648 Tut ECON2020U 10 1710 1830 1 201601 ECON 
70531 Lec HLSC1201U 0 1240 1400 1 201601 HLSC 
70531 Lec HLSC1201U 0 1240 1400 6 201601 HLSC 
70533 Tut HLSC1201U 0 0910 1000 4 201601 HLSC 
70534 Tut HLSC1201U 21 0810 0900 9 201601 HLSC 
70535 Tut HLSC1201U 0 0910 1000 1 201601 HLSC 
70536 Tut HLSC1201U 0 1010 1100 9 201601 HLSC 
70537 Tut HLSC1201U 4 1210 1300 5 201601 HLSC 
70538 Tut HLSC1201U 0 1410 1500 6 201601 HLSC 
72051 Tut HLSC1201U 0 1010 1100 4 201601 HLSC 
72083 Tut HLSC1201U 0 1110 1200 9 201601 HLSC 
72364 Tut HLSC1201U 10 1110 1200 5 201601 HLSC 
72365 Tut HLSC1201U 7 0910 1000 6 201601 HLSC 
72366 Tut HLSC1201U 0 1410 1500 1 201601 HLSC 
72681 Lec HLSC1201U 42 1710 1830 6 201601 HLSC 
72681 Lec HLSC1201U 42 1710 1830 1 201601 HLSC 
73115 Lec HLSC1811U 29 1410 1530 7 201601 HLSC 
73115 Lec HLSC1811U 29 1410 1530 2 201601 HLSC 
73116 Lec HLSC1811U 30 1710 1830 3 201601 HLSC 
73116 Lec HLSC1811U 30 1710 1830 8 201601 HLSC 
73117 Lec HLSC1811U 23 1110 1230 1 201601 HLSC 
73117 Lec HLSC1811U 23 1110 1230 6 201601 HLSC 
70985 Lec HLSC2030U 28 1110 1230 3 201601 HLSC 
70985 Lec HLSC2030U 28 1110 1230 8 201601 HLSC 
70986 Tut HLSC2030U 2 1410 1500 6 201601 HLSC 
70986 Tut HLSC2030U 2 1410 1500 1 201601 HLSC 
71770 Tut HLSC2030U 2 1410 1500 6 201601 HLSC 
71770 Tut HLSC2030U 2 1410 1500 1 201601 HLSC 
71771 Tut HLSC2030U 24 1410 1500 6 201601 HLSC 
71771 Tut HLSC2030U 24 1410 1500 1 201601 HLSC 
72085 Tut HLSC2110U 15 1410 1600 1 201601 HLSC 
72086 Lec HLSC2110U 31 0810 0930 4 201601 HLSC 
72086 Lec HLSC2110U 31 0940 1100 2 201601 HLSC 
72086 Lec HLSC2110U 31 0810 0930 9 201601 HLSC 
72086 Lec HLSC2110U 31 0940 1100 7 201601 HLSC 
72087 Tut HLSC2110U 0 1710 1900 8 201601 HLSC 
72088 Tut HLSC2110U 8 1710 1900 3 201601 HLSC 
72460 Tut HLSC2110U 1 1610 1800 9 201601 HLSC 
72911 Tut HLSC2110U 7 1610 1800 4 201601 HLSC 
70541 Lec HLSC2202U 25 1410 1530 6 201601 HLSC 
70541 Lec HLSC2202U 25 1410 1530 1 201601 HLSC 
73118 Lec HLSC2202U 22 1410 1530 6 201601 HLSC 
73118 Lec HLSC2202U 22 1410 1530 1 201601 HLSC 
70545 Lec HLSC2461U 12 0940 1100 9 201601 HLSC 
70545 Lec HLSC2461U 12 0940 1100 4 201601 HLSC 
72753 Lec HLSC2461U 29 1510 1630 2 201601 HLSC 
72753 Lec HLSC2461U 29 1510 1630 7 201601 HLSC 
72526 Lec HLSC2463U 27 1410 1530 8 201601 HLSC 
72526 Lec HLSC2463U 27 1410 1530 3 201601 HLSC 
72527 Tut HLSC2463U 0 1110 1200 5 201601 HLSC 
72528 Tut HLSC2463U 0 1510 1600 6 201601 HLSC 
72529 Tut HLSC2463U 22 1010 1100 5 201601 HLSC 
72530 Tut HLSC2463U 18 1010 1100 10 201601 HLSC 
72531 Tut HLSC2463U 0 1310 1400 1 201601 HLSC 
72532 Tut HLSC2463U 7 0910 1000 6 201601 HLSC 
72533 Tut HLSC2463U 7 1510 1600 1 201601 HLSC 
73038 Lec HLSC2463U 26 1240 1400 2 201601 HLSC 
73038 Lec HLSC2463U 26 1240 1400 7 201601 HLSC 
70548 Lec HLSC2601U 35 1410 1530 5 201601 HLSC 
70548 Lec HLSC2601U 35 1410 1530 10 201601 HLSC 
70549 Lec HLSC2820U 26 0810 0930 4 201601 HLSC 
70549 Lec HLSC2820U 26 0810 0930 9 201601 HLSC 
73815 Lec COMM1311U 20 1110 1400 9 201601 COMM 
73815 Lec COMM1311U 20 1110 1400 4 201601 COMM 
71278 Lec COMM1320U 7 0940 1100 8 201601 COMM 
71278 Lec COMM1320U 7 0940 1100 10 201601 COMM 
71278 Lec COMM1320U 7 0940 1100 3 201601 COMM 
71278 Lec COMM1320U 7 0940 1100 5 201601 COMM 
71279 Lec COMM1320U 21 1410 1530 5 201601 COMM 
71279 Lec COMM1320U 21 1540 1700 3 201601 COMM 
71279 Lec COMM1320U 21 1410 1530 10 201601 COMM 
71279 Lec COMM1320U 21 1540 1700 8 201601 COMM 
72226 Lec COMM1610U 35 1110 1400 3 201601 COMM 
72226 Lec COMM1610U 35 1110 1400 8 201601 COMM 
72769 Lec COMM2220U 26 1110 1400 9 201601 COMM 
72769 Lec COMM2220U 26 1110 1400 4 201601 COMM 
72227 Lec COMM2240U 29 1840 2130 7 201601 COMM 
72227 Lec COMM2240U 29 1840 2130 2 201601 COMM 
71664 Lec COMM2410U 35 1410 1700 2 201601 COMM 
71664 Lec COMM2410U 35 1410 1700 7 201601 COMM 
72234 Lec COMM2411U 44 1410 1700 1 201601 COMM 
72234 Lec COMM2411U 44 1410 1700 6 201601 COMM 
72788 Lec COMM3250U 0 1110 1400 1 201601 COMM 
72788 Lec COMM3250U 0 1110 1400 6 201601 COMM 
72122 Lec COMM3510U 25 1410 1700 2 201601 COMM 
72122 Lec COMM3510U 25 1410 1700 7 201601 COMM 
72237 Lec COMM3610U 16 1110 1400 10 201601 COMM 
72237 Lec COMM3610U 16 1110 1400 5 201601 COMM 
72764 Lec COMM3610U 11 0810 1100 3 201601 COMM 
72764 Lec COMM3610U 11 0810 1100 8 201601 COMM 
72497 Lec COMM3720U 15 1410 1700 1 201601 COMM 
72497 Lec COMM3720U 15 1410 1700 6 201601 COMM 
72498 Lec COMM4130U 0 1410 1700 8 201601 COMM 
72498 Lec COMM4130U 0 1410 1700 3 201601 COMM 
72500 Lec COMM4130U 20 1110 1400 9 201601 COMM 
72500 Lec COMM4130U 20 1110 1400 4 201601 COMM 
73715 Lec COMM4261U 0 1110 1400 1 201601 COMM 
73715 Lec COMM4261U 0 1110 1400 6 201601 COMM 
72792 Lec COMM4420U 9 1110 1400 2 201601 COMM 
72792 Lec COMM4420U 9 1110 1400 7 201601 COMM 
73541 Lec COMM4530U 28 1540 1700 7 201601 COMM 
73541 Lec COMM4530U 28 1410 1530 4 201601 COMM 
73541 Lec COMM4530U 28 1540 1700 2 201601 COMM 
73541 Lec COMM4530U 28 1410 1530 9 201601 COMM 
72503 Lec COMM4610U 7 1110 1400 3 201601 COMM 
72503 Lec COMM4610U 7 1110 1400 8 201601 COMM 
73575 Lec EDUC3200U 49 1710 2000 7 201601 EDUC 
73575 Lec EDUC3200U 49 1710 2000 2 201601 EDUC 
73579 Lec EDUC3205U 33 1610 1900 7 201601 EDUC 
73579 Lec EDUC3205U 33 1610 1900 2 201601 EDUC 
73735 Lec EDUC3206U 18 1710 2000 7 201601 EDUC 
73735 Lec EDUC3206U 18 1710 2000 2 201601 EDUC 
73736 Lec EDUC3207U 0 1610 1900 7 201601 EDUC 
73736 Lec EDUC3207U 0 1610 1900 2 201601 EDUC 
72354 Lec EDUC4702U 30 1810 1900 3 201601 EDUC 
72354 Lec EDUC4702U 30 1810 1900 8 201601 EDUC 
73675 Lec EDUC4702U 21 1210 1300 3 201601 EDUC 
73675 Lec EDUC4702U 21 1210 1300 8 201601 EDUC 
71848 Lec EDUC5002G 0 1810 2100 6 201601 EDUC 
71848 Lec EDUC5002G 0 1810 2100 1 201601 EDUC 
72137 Lec EDUC5003G 6 1810 2100 8 201601 EDUC 
72137 Lec EDUC5003G 6 1810 2100 3 201601 EDUC 
71785 Lec EDUC5004G 9 1810 2100 7 201601 EDUC 
71785 Lec EDUC5004G 9 1810 2100 2 201601 EDUC 
72557 Lec EDUC5101G 0 1810 2100 7 201601 EDUC 
72557 Lec EDUC5101G 0 1810 2100 2 201601 EDUC 
71786 Lec EDUC5103G 0 1810 2100 8 201601 EDUC 
71786 Lec EDUC5103G 0 1810 2100 3 201601 EDUC 
72138 Lec EDUC5199G 4 1810 2100 4 201601 EDUC 
72138 Lec EDUC5199G 4 1810 2100 9 201601 EDUC 
72559 Lec EDUC5201G 1 1810 2100 7 201601 EDUC 
72559 Lec EDUC5201G 1 1810 2100 2 201601 EDUC 
72223 Lec EDUC5203G 0 1810 2100 4 201601 EDUC 
72223 Lec EDUC5203G 0 1810 2100 9 201601 EDUC 
71073 Lec APBS6100G 9 1110 1400 10 201601 APBS 
71073 Lec APBS6100G 9 1110 1400 5 201601 APBS 
73449 Lec APBS6500G 10 1110 1230 3 201601 APBS 
73449 Lec APBS6500G 10 1240 1400 1 201601 APBS 
73449 Lec APBS6500G 10 1110 1230 8 201601 APBS 
73449 Lec APBS6500G 10 1240 1400 6 201601 APBS 
72034 Lec APBS7050G 10 1240 1400 2 201601 APBS 
72034 Lec APBS7050G 10 1240 1400 7 201601 APBS 
72032 Lec APBS7100G 3 1240 1400 2 201601 APBS 
72032 Lec APBS7100G 3 1240 1400 7 201601 APBS 
72033 Lec APBS7200G 5 1240 1400 2 201601 APBS 
72033 Lec APBS7200G 5 1240 1400 7 201601 APBS 
71847 Lec APBS7300G 5 1240 1400 2 201601 APBS 
71847 Lec APBS7300G 5 1240 1400 7 201601 APBS 
72418 Lec APBS7400G 5 1240 1400 2 201601 APBS 
72418 Lec APBS7400G 5 1240 1400 7 201601 APBS 
73119 Lec AUTE3290U 26 0940 1100 1 201601 AUTE 
73119 Lec AUTE3290U 26 0810 0930 8 201601 AUTE 
73119 Lec AUTE3290U 26 0940 1100 6 201601 AUTE 
73119 Lec AUTE3290U 26 0810 0930 3 201601 AUTE 
73120 Lab AUTE3290U 9 1110 1300 2 201601 AUTE 
73121 Lab AUTE3290U 7 1110 1300 7 201601 AUTE 
73122 Tut AUTE3290U 26 1410 1500 4 201601 AUTE 
73122 Tut AUTE3290U 26 1410 1500 9 201601 AUTE 
73738 Lab AUTE3290U 10 1310 1500 5 201601 AUTE 
73123 Lec AUTE3450U 23 0940 1100 8 201601 AUTE 
73123 Lec AUTE3450U 23 0810 0930 5 201601 AUTE 
73123 Lec AUTE3450U 23 0940 1100 3 201601 AUTE 
73123 Lec AUTE3450U 23 0810 0930 10 201601 AUTE 
73124 Lab AUTE3450U 4 0910 1100 2 201601 AUTE 
73125 Lab AUTE3450U 0 1310 1500 6 201601 AUTE 
73126 Lab AUTE3450U 19 1310 1500 3 201601 AUTE 
73127 Tut AUTE3450U 23 1010 1100 4 201601 AUTE 
73127 Tut AUTE3450U 23 1010 1100 9 201601 AUTE 
73830 Lec ANTH2040T 41 1110 1400 1 201601 ANTH 
73830 Lec ANTH2040T 41 1110 1400 6 201601 ANTH 
72015 Lec ALSU1101U 38 1710 1830 7 201601 ALSU 
72015 Lec ALSU1101U 38 1710 1830 2 201601 ALSU 
72021 Tut ALSU1101U 0 1540 1700 4 201601 ALSU 
72021 Tut ALSU1101U 0 1540 1700 9 201601 ALSU 
72022 Tut ALSU1101U 23 0940 1100 2 201601 ALSU 
72022 Tut ALSU1101U 23 0940 1100 7 201601 ALSU 
72128 Tut ALSU1101U 15 0940 1100 10 201601 ALSU 
72128 Tut ALSU1101U 15 0940 1100 5 201601 ALSU 
40410 Lec STAT2010U 49 1540 1700 6 201509 STAT 
40410 Lec STAT2010U 49 1410 1530 8 201509 STAT 
40410 Lec STAT2010U 49 1540 1700 1 201509 STAT 
40410 Lec STAT2010U 49 1410 1530 3 201509 STAT 
40414 Lec STAT2020U 53 1710 1830 6 201509 STAT 
40414 Lec STAT2020U 53 1840 2000 3 201509 STAT 
40414 Lec STAT2020U 53 1840 2000 8 201509 STAT 
40414 Lec STAT2020U 53 1710 1830 1 201509 STAT 
72650 Lec CSCI1040U 40 0940 1100 10 201601 CSCI 
72650 Lec CSCI1040U 40 0810 0930 7 201601 CSCI 
72650 Lec CSCI1040U 40 0940 1100 5 201601 CSCI 
72650 Lec CSCI1040U 40 0810 0930 2 201601 CSCI 
72669 Lab CSCI1040U 20 0810 0930 5 201601 CSCI 
72669 Lab CSCI1040U 20 0810 0930 10 201601 CSCI 
73007 Lab CSCI1040U 20 1240 1400 2 201601 CSCI 
73007 Lab CSCI1040U 20 1240 1400 7 201601 CSCI 
73772 Lec CSCI1061U 24 0940 1100 9 201601 CSCI 
73772 Lec CSCI1061U 24 0810 0930 6 201601 CSCI 
73772 Lec CSCI1061U 24 0940 1100 4 201601 CSCI 
73772 Lec CSCI1061U 24 0810 0930 1 201601 CSCI 
73773 Lab CSCI1061U 0 1110 1400 3 201601 CSCI 
73773 Lab CSCI1061U 0 1110 1400 8 201601 CSCI 
73774 Lab CSCI1061U 3 1240 1530 5 201601 CSCI 
73774 Lab CSCI1061U 3 1240 1530 10 201601 CSCI 
73775 Lab CSCI1061U 21 0810 1100 2 201601 CSCI 
73775 Lab CSCI1061U 21 0810 1100 7 201601 CSCI 
70120 Lec CSCI2020U 18 0940 1100 9 201601 CSCI 
70120 Lec CSCI2020U 18 0810 0930 6 201601 CSCI 
70120 Lec CSCI2020U 18 0940 1100 4 201601 CSCI 
70120 Lec CSCI2020U 18 0810 0930 1 201601 CSCI 
70121 Lab CSCI2020U 16 1710 1830 7 201601 CSCI 
70121 Lab CSCI2020U 16 1710 1830 2 201601 CSCI 
72305 Lab CSCI2020U 2 1240 1400 1 201601 CSCI 
72305 Lab CSCI2020U 2 1240 1400 6 201601 CSCI 
72850 Lec CSCI2040U 20 1240 1400 9 201601 CSCI 
72850 Lec CSCI2040U 20 1110 1230 1 201601 CSCI 
72850 Lec CSCI2040U 20 1110 1230 6 201601 CSCI 
72850 Lec CSCI2040U 20 1240 1400 4 201601 CSCI 
72851 Lab CSCI2040U 7 1540 1700 6 201601 CSCI 
72851 Lab CSCI2040U 7 1540 1700 1 201601 CSCI 
72852 Lab CSCI2040U 13 0940 1100 1 201601 CSCI 
72852 Lab CSCI2040U 13 0940 1100 6 201601 CSCI 
72642 Lec CSCI2050U 53 1540 1700 5 201601 CSCI 
72642 Lec CSCI2050U 53 1410 1530 7 201601 CSCI 
72642 Lec CSCI2050U 53 1410 1530 2 201601 CSCI 
72642 Lec CSCI2050U 53 1540 1700 10 201601 CSCI 
72670 Lab CSCI2050U 0 1540 1700 7 201601 CSCI 
72670 Lab CSCI2050U 0 1540 1700 2 201601 CSCI 
72671 Lab CSCI2050U 10 1410 1530 6 201601 CSCI 
72671 Lab CSCI2050U 10 1410 1530 1 201601 CSCI 
72672 Lab CSCI2050U 12 1410 1530 4 201601 CSCI 
72672 Lab CSCI2050U 12 1410 1530 9 201601 CSCI 
73009 Lab CSCI2050U 9 1110 1230 2 201601 CSCI 
73009 Lab CSCI2050U 9 1110 1230 7 201601 CSCI 
73776 Lab CSCI2050U 22 1110 1230 9 201601 CSCI 
73776 Lab CSCI2050U 22 1110 1230 4 201601 CSCI 
73777 Lec CSCI2072U 15 0810 0930 4 201601 CSCI 
73777 Lec CSCI2072U 15 0940 1100 2 201601 CSCI 
73777 Lec CSCI2072U 15 0810 0930 9 201601 CSCI 
73777 Lec CSCI2072U 15 0940 1100 7 201601 CSCI 
73778 Tut CSCI2072U 11 1410 1500 5 201601 CSCI 
73778 Tut CSCI2072U 11 1410 1500 10 201601 CSCI 
73779 Tut CSCI2072U 4 1310 1400 5 201601 CSCI 
73779 Tut CSCI2072U 4 1310 1400 10 201601 CSCI 
71267 Lec CSCI2160U 20 1110 1400 3 201601 CSCI 
71267 Lec CSCI2160U 20 1110 1400 8 201601 CSCI 
72459 Lab CSCI2160U 20 0940 1100 8 201601 CSCI 
72459 Lab CSCI2160U 20 0940 1100 3 201601 CSCI 
72856 Lec CSCI3055U 28 1240 1400 9 201601 CSCI 
72856 Lec CSCI3055U 28 1110 1230 1 201601 CSCI 
72856 Lec CSCI3055U 28 1110 1230 6 201601 CSCI 
72856 Lec CSCI3055U 28 1240 1400 4 201601 CSCI 
70124 Lec CSCI3060U 12 1710 1830 6 201601 CSCI 
70124 Lec CSCI3060U 12 1710 1830 4 201601 CSCI 
70124 Lec CSCI3060U 12 1710 1830 9 201601 CSCI 
70124 Lec CSCI3060U 12 1710 1830 1 201601 CSCI 
70125 Lab CSCI3060U 9 1410 1530 5 201601 CSCI 
70125 Lab CSCI3060U 9 1410 1530 10 201601 CSCI 
72674 Lab CSCI3060U 3 1540 1700 7 201601 CSCI 
72674 Lab CSCI3060U 3 1540 1700 2 201601 CSCI 
73010 Lab CSCI3060U 0 1410 1530 7 201601 CSCI 
