CRN CTYPE CODE RSEAT STIME ETIME DAY SEM SUBJ 
73703 Lec NUCL5220G 24 1410 1700 5 201601 NUCL 
71637 Lec NUCL5250G 4 1110 1400 1 201601 NUCL 
71637 Lec NUCL5250G 4 1110 1400 6 201601 NUCL 
72380 Lec NUCL5275G 24 1410 1700 2 201601 NUCL 
72380 Lec NUCL5275G 24 1410 1700 7 201601 NUCL 
73705 Lec NUCL5470G 25 1110 1400 2 201601 NUCL 
73705 Lec NUCL5470G 25 1110 1400 7 201601 NUCL 
72411 Lec NUCL6003G 29 1110 1400 10 201601 NUCL 
72411 Lec NUCL6003G 29 1110 1400 5 201601 NUCL 
70600 Oth NURS1503U 14 0810 0900 5 201601 NURS 
70600 Oth NURS1503U 14 0910 1200 5 201601 NURS 
70600 Oth NURS1503U 14 0910 1200 10 201601 NURS 
70600 Oth NURS1503U 14 0810 0900 10 201601 NURS 
70601 Oth NURS1503U 0 1310 1600 9 201601 NURS 
70601 Oth NURS1503U 0 1210 1300 4 201601 NURS 
70601 Oth NURS1503U 0 1210 1300 9 201601 NURS 
70601 Oth NURS1503U 0 1310 1600 4 201601 NURS 
70602 Oth NURS1503U 4 1210 1300 5 201601 NURS 
70602 Oth NURS1503U 4 1310 1600 10 201601 NURS 
70602 Oth NURS1503U 4 1310 1600 5 201601 NURS 
70602 Oth NURS1503U 4 1210 1300 10 201601 NURS 
72158 Oth NURS1700U 0 0810 1100 9 201601 NURS 
72158 Oth NURS1700U 0 0810 1100 4 201601 NURS 
72159 Oth NURS1700U 16 0810 1100 9 201601 NURS 
72159 Oth NURS1700U 16 0810 1100 4 201601 NURS 
72160 Oth NURS1700U 0 0810 1100 10 201601 NURS 
72160 Oth NURS1700U 0 0810 1100 5 201601 NURS 
72427 Oth NURS1700U 16 0710 2130 3 201601 NURS 
72427 Oth NURS1700U 16 0710 2130 2 201601 NURS 
72427 Oth NURS1700U 16 0710 2130 8 201601 NURS 
72427 Oth NURS1700U 16 0710 2130 7 201601 NURS 
70613 Lec NURS2320U 16 1710 1830 4 201601 NURS 
70613 Lec NURS2320U 16 1710 1830 9 201601 NURS 
70614 Lab NURS2320U 0 0810 1000 1 201601 NURS 
70614 Lab NURS2320U 0 0810 1000 6 201601 NURS 
70616 Lab NURS2320U 0 1010 1200 1 201601 NURS 
70616 Lab NURS2320U 0 1010 1200 6 201601 NURS 
70618 Lab NURS2320U 3 1310 1500 6 201601 NURS 
70618 Lab NURS2320U 3 1310 1500 1 201601 NURS 
70624 Lab NURS2320U 0 1510 1700 1 201601 NURS 
70624 Lab NURS2320U 0 1510 1700 6 201601 NURS 
73684 Lab NURS2320U 11 1710 1900 6 201601 NURS 
73684 Lab NURS2320U 11 1710 1900 1 201601 NURS 
72550 Oth NURS2700U 7 0810 1100 10 201601 NURS 
72550 Oth NURS2700U 7 0810 1100 5 201601 NURS 
72551 Oth NURS2701U 4 1410 1700 10 201601 NURS 
72551 Oth NURS2701U 4 1410 1700 5 201601 NURS 
71238 Lec NURS2820U 20 1240 1400 1 201601 NURS 
71238 Lec NURS2820U 20 1240 1400 6 201601 NURS 
71239 Lab NURS2820U 0 0810 1200 4 201601 NURS 
71577 Lab NURS2820U 20 0810 1200 9 201601 NURS 
71633 Lab NURS2820U 2 1510 1900 3 201601 NURS 
72025 Lab NURS2820U 20 1510 1900 8 201601 NURS 
72988 Lec NURS2820U 20 1240 1400 1 201601 NURS 
72988 Lec NURS2820U 20 1240 1400 6 201601 NURS 
72548 Oth NURS3700U 6 1110 1400 10 201601 NURS 
72548 Oth NURS3700U 6 1110 1400 5 201601 NURS 
72549 Oth NURS3701U 3 1110 1400 10 201601 NURS 
72549 Oth NURS3701U 3 1110 1400 5 201601 NURS 
71618 Lec MLSC2111U 8 1840 2130 7 201601 MLSC 
71618 Lec MLSC2111U 8 1840 2130 2 201601 MLSC 
71149 Lab MLSC2111U 0 0940 1230 1 201601 MLSC 
71149 Lab MLSC2111U 0 0940 1230 6 201601 MLSC 
72102 Lab MLSC2111U 0 1340 1630 1 201601 MLSC 
72102 Lab MLSC2111U 0 1340 1630 6 201601 MLSC 
71620 Lec MLSC2121U 8 1240 1400 3 201601 MLSC 
71620 Lec MLSC2121U 8 1240 1400 8 201601 MLSC 
72103 Lab MLSC2121U 0 0940 1230 1 201601 MLSC 
72103 Lab MLSC2121U 0 0940 1230 6 201601 MLSC 
72104 Lab MLSC2121U 0 1340 1630 1 201601 MLSC 
72104 Lab MLSC2121U 0 1340 1630 6 201601 MLSC 
70570 Lec MLSC2131U 0 1410 1700 10 201601 MLSC 
70570 Lec MLSC2131U 0 1410 1700 5 201601 MLSC 
70572 Lab MLSC2131U 0 0940 1230 2 201601 MLSC 
70572 Lab MLSC2131U 0 0940 1230 3 201601 MLSC 
70572 Lab MLSC2131U 0 0940 1230 8 201601 MLSC 
70572 Lab MLSC2131U 0 0940 1230 7 201601 MLSC 
70574 Lab MLSC2131U 0 1410 1700 8 201601 MLSC 
70574 Lab MLSC2131U 0 1410 1700 3 201601 MLSC 
70574 Lab MLSC2131U 0 1340 1630 2 201601 MLSC 
70574 Lab MLSC2131U 0 1340 1630 7 201601 MLSC 
73265 Lec MLSC3141U 11 0940 1100 1 201601 MLSC 
73265 Lec MLSC3141U 11 0810 0930 8 201601 MLSC 
73265 Lec MLSC3141U 11 0940 1100 6 201601 MLSC 
73265 Lec MLSC3141U 11 0810 0930 3 201601 MLSC 
73266 Lab MLSC3141U 0 0940 1230 4 201601 MLSC 
73267 Lab MLSC3141U 3 0940 1230 9 201601 MLSC 
73268 Tut MLSC3141U 11 1540 1700 6 201601 MLSC 
70590 Lec MLSC3210U 8 1710 2000 6 201601 MLSC 
70590 Lec MLSC3210U 8 1710 2000 1 201601 MLSC 
70591 Lec MLSC3220U 8 1840 2130 7 201601 MLSC 
70591 Lec MLSC3220U 8 1840 2130 2 201601 MLSC 
70592 Lab MLSC3220U 0 0940 1230 3 201601 MLSC 
70592 Lab MLSC3220U 0 0940 1230 8 201601 MLSC 
70593 Lab MLSC3220U 0 1340 1630 8 201601 MLSC 
70593 Lab MLSC3220U 0 1340 1630 3 201601 MLSC 
73269 Lec MLSC3231U 12 1110 1400 1 201601 MLSC 
73269 Lec MLSC3231U 12 1110 1400 6 201601 MLSC 
73270 Lab MLSC3231U 4 0940 1230 2 201601 MLSC 
73270 Lab MLSC3231U 4 0940 1230 7 201601 MLSC 
73271 Lab MLSC3231U 0 1340 1630 2 201601 MLSC 
73271 Lab MLSC3231U 0 1340 1630 7 201601 MLSC 
70595 Oth MLSC3300U 11 1340 1630 10 201601 MLSC 
70595 Oth MLSC3300U 11 1340 1630 5 201601 MLSC 
70595 Oth MLSC3300U 11 1340 1630 4 201601 MLSC 
70595 Oth MLSC3300U 11 0940 1230 4 201601 MLSC 
70595 Oth MLSC3300U 11 0940 1230 5 201601 MLSC 
70595 Oth MLSC3300U 11 1340 1630 9 201601 MLSC 
70595 Oth MLSC3300U 11 0940 1230 10 201601 MLSC 
70596 Oth MLSC3300U 7 1340 1630 10 201601 MLSC 
70596 Oth MLSC3300U 7 1340 1630 5 201601 MLSC 
70596 Oth MLSC3300U 7 1340 1630 4 201601 MLSC 
70596 Oth MLSC3300U 7 0940 1230 5 201601 MLSC 
70596 Oth MLSC3300U 7 1340 1630 9 201601 MLSC 
70596 Oth MLSC3300U 7 0940 1230 9 201601 MLSC 
70596 Oth MLSC3300U 7 0940 1230 10 201601 MLSC 
71074 Lec MTSC6020G 9 1110 1400 2 201601 MTSC 
71074 Lec MTSC6020G 9 1110 1400 7 201601 MTSC 
71117 Lec MTSC6140G 9 1110 1400 9 201601 MTSC 
71117 Lec MTSC6140G 9 1110 1400 4 201601 MTSC 
73786 Lec MTSC6330G 9 1110 1400 1 201601 MTSC 
73786 Lec MTSC6330G 9 1110 1400 6 201601 MTSC 
40169 Lec CHEM1010U 0 1710 1830 6 201509 CHEM 
40169 Lec CHEM1010U 0 1840 2000 3 201509 CHEM 
40169 Lec CHEM1010U 0 1840 2000 8 201509 CHEM 
40169 Lec CHEM1010U 0 1710 1830 1 201509 CHEM 
40170 Lec CHEM1010U 32 1540 1700 5 201509 CHEM 
40170 Lec CHEM1010U 32 1410 1530 7 201509 CHEM 
40170 Lec CHEM1010U 32 1410 1530 2 201509 CHEM 
40170 Lec CHEM1010U 32 1540 1700 10 201509 CHEM 
40171 Lab CHEM1010U 0 0810 1100 4 201509 CHEM 
40172 Lab CHEM1010U 0 1240 1530 8 201509 CHEM 
40173 Lab CHEM1010U 0 1240 1530 3 201509 CHEM 
40177 Lab CHEM1010U 0 0810 1100 5 201509 CHEM 
40179 Lab CHEM1010U 0 1240 1530 9 201509 CHEM 
40181 Lab CHEM1010U 0 0810 1100 5 201509 CHEM 
40909 Lab CHEM1010U 0 0810 1100 10 201509 CHEM 
40910 Lab CHEM1010U 0 0810 1100 2 201509 CHEM 
41652 Lab CHEM1010U 0 0810 1100 9 201509 CHEM 
41895 Tut CHEM1010U 0 1240 1400 1 201509 CHEM 
41896 Tut CHEM1010U 0 1240 1400 6 201509 CHEM 
41897 Tut CHEM1010U 0 1240 1400 1 201509 CHEM 
41899 Tut CHEM1010U 0 1540 1700 6 201509 CHEM 
41901 Tut CHEM1010U 0 1240 1400 5 201509 CHEM 
41902 Tut CHEM1010U 18 1540 1700 10 201509 CHEM 
41903 Tut CHEM1010U 12 1240 1400 10 201509 CHEM 
41904 Tut CHEM1010U 7 1240 1400 6 201509 CHEM 
41905 Tut CHEM1010U 0 1540 1700 1 201509 CHEM 
41906 Tut CHEM1010U 0 1410 1530 2 201509 CHEM 
42037 Lab CHEM1010U 0 0810 1100 10 201509 CHEM 
42038 Lab CHEM1010U 0 1240 1530 4 201509 CHEM 
42228 Lab CHEM1010U 0 0810 1100 7 201509 CHEM 
42229 Lab CHEM1010U 0 1240 1530 2 201509 CHEM 
42230 Tut CHEM1010U 26 1540 1700 5 201509 CHEM 
42231 Tut CHEM1010U 0 0940 1100 7 201509 CHEM 
42307 Lab CHEM1010U 7 1240 1530 7 201509 CHEM 
42308 Lab CHEM1010U 2 1240 1530 1 201509 CHEM 
42309 Lab CHEM1010U 11 1240 1530 6 201509 CHEM 
42310 Tut CHEM1010U 0 1540 1700 8 201509 CHEM 
42311 Tut CHEM1010U 14 1410 1530 7 201509 CHEM 
42677 Lab CHEM1010U 0 0810 1100 3 201509 CHEM 
42678 Lab CHEM1010U 8 0810 1100 8 201509 CHEM 
42936 Lec CHEM1010U 74 1110 1230 2 201509 CHEM 
42936 Lec CHEM1010U 74 1240 1400 10 201509 CHEM 
42936 Lec CHEM1010U 74 1110 1230 7 201509 CHEM 
42936 Lec CHEM1010U 74 1240 1400 5 201509 CHEM 
43114 Lab CHEM1010U 0 0810 1100 4 201509 CHEM 
43115 Lab CHEM1010U 0 0810 1100 9 201509 CHEM 
43116 Lab CHEM1010U 0 1240 1530 4 201509 CHEM 
43117 Lab CHEM1010U 0 1240 1530 9 201509 CHEM 
43118 Tut CHEM1010U 4 1540 1700 3 201509 CHEM 
43119 Tut CHEM1010U 1 0940 1100 2 201509 CHEM 
40183 Lec CHEM2010U 10 1110 1230 3 201509 CHEM 
40183 Lec CHEM2010U 10 1240 1400 1 201509 CHEM 
40183 Lec CHEM2010U 10 1110 1230 8 201509 CHEM 
40183 Lec CHEM2010U 10 1240 1400 6 201509 CHEM 
40184 Tut CHEM2010U 5 1010 1100 6 201509 CHEM 
40184 Tut CHEM2010U 5 1010 1100 1 201509 CHEM 
42862 Tut CHEM2010U 5 1610 1700 7 201509 CHEM 
42862 Tut CHEM2010U 5 1610 1700 2 201509 CHEM 
40185 Lec CHEM2020U 38 1410 1530 5 201509 CHEM 
40185 Lec CHEM2020U 38 1540 1700 3 201509 CHEM 
40185 Lec CHEM2020U 38 1410 1530 10 201509 CHEM 
40185 Lec CHEM2020U 38 1540 1700 8 201509 CHEM 
40186 Lab CHEM2020U 0 1240 1530 4 201509 CHEM 
40188 Lab CHEM2020U 0 1240 1530 2 201509 CHEM 
40189 Lab CHEM2020U 0 0810 1100 5 201509 CHEM 
40190 Lab CHEM2020U 0 0810 1100 3 201509 CHEM 
40192 Lab CHEM2020U 0 0810 1100 8 201509 CHEM 
40195 Tut CHEM2020U 0 1540 1700 7 201509 CHEM 
40195 Tut CHEM2020U 0 1540 1700 2 201509 CHEM 
40196 Tut CHEM2020U 5 1540 1700 6 201509 CHEM 
40196 Tut CHEM2020U 5 1540 1700 1 201509 CHEM 
40197 Tut CHEM2020U 16 0940 1100 1 201509 CHEM 
40197 Tut CHEM2020U 16 0940 1100 6 201509 CHEM 
41148 Tut CHEM2020U 24 0940 1100 1 201509 CHEM 
41148 Tut CHEM2020U 24 0940 1100 6 201509 CHEM 
41240 Tut CHEM2020U 8 1710 1830 3 201509 CHEM 
41240 Tut CHEM2020U 8 1710 1830 8 201509 CHEM 
41907 Lab CHEM2020U 5 0810 1100 7 201509 CHEM 
42312 Lab CHEM2020U 18 0810 1100 4 201509 CHEM 
42313 Lab CHEM2020U 15 0810 1100 9 201509 CHEM 
42314 Lab CHEM2020U 0 1240 1530 9 201509 CHEM 
42937 Lec CHEM2020U 25 1110 1230 1 201509 CHEM 
42937 Lec CHEM2020U 25 1110 1230 6 201509 CHEM 
42937 Lec CHEM2020U 25 1540 1700 4 201509 CHEM 
42937 Lec CHEM2020U 25 1540 1700 9 201509 CHEM 
43121 Tut CHEM2020U 20 1710 1830 3 201509 CHEM 
43121 Tut CHEM2020U 20 1710 1830 8 201509 CHEM 
40198 Lec CHEM2030U 20 1110 1230 2 201509 CHEM 
40198 Lec CHEM2030U 20 1240 1400 10 201509 CHEM 
40198 Lec CHEM2030U 20 1110 1230 7 201509 CHEM 
40198 Lec CHEM2030U 20 1240 1400 5 201509 CHEM 
40200 Lab CHEM2030U 0 1240 1530 7 201509 CHEM 
40200 Lab CHEM2030U 0 1240 1530 2 201509 CHEM 
42844 Lab CHEM2030U 0 0810 1100 3 201509 CHEM 
42844 Lab CHEM2030U 0 0810 1100 8 201509 CHEM 
42938 Lab CHEM2030U 2 1410 1700 8 201509 CHEM 
42938 Lab CHEM2030U 2 1410 1700 3 201509 CHEM 
40202 Lec CHEM2130U 46 1110 1230 2 201509 CHEM 
40202 Lec CHEM2130U 46 1240 1400 10 201509 CHEM 
40202 Lec CHEM2130U 46 1110 1230 7 201509 CHEM 
40202 Lec CHEM2130U 46 1240 1400 5 201509 CHEM 
40204 Lab CHEM2130U 6 1410 1700 6 201509 CHEM 
40205 Lab CHEM2130U 13 0810 1100 6 201509 CHEM 
40206 Lab CHEM2130U 9 1410 1700 1 201509 CHEM 
41129 Tut CHEM2130U 15 0810 0930 2 201509 CHEM 
42317 Tut CHEM2130U 23 0810 0930 7 201509 CHEM 
42681 Lec CHEM3040U 9 1240 1400 3 201509 CHEM 
42681 Lec CHEM3040U 9 1240 1400 8 201509 CHEM 
42681 Lec CHEM3040U 9 1110 1230 10 201509 CHEM 
42681 Lec CHEM3040U 9 1110 1230 5 201509 CHEM 
42682 Lab CHEM3040U 5 1410 1700 8 201509 CHEM 
42682 Lab CHEM3040U 5 1410 1700 3 201509 CHEM 
42939 Lab CHEM3040U 4 0810 1100 9 201509 CHEM 
42939 Lab CHEM3040U 4 0810 1100 4 201509 CHEM 
43122 Lab CHEM3040U 0 1410 1700 9 201509 CHEM 
43122 Lab CHEM3040U 0 1410 1700 4 201509 CHEM 
41125 Lec CHEM3140U 28 1710 1830 7 201509 CHEM 
41125 Lec CHEM3140U 28 1840 2000 4 201509 CHEM 
41125 Lec CHEM3140U 28 1710 1830 2 201509 CHEM 
41125 Lec CHEM3140U 28 1840 2000 9 201509 CHEM 
41126 Oth CHEM3140U 28 1410 1500 7 201509 CHEM 
41126 Oth CHEM3140U 28 1410 1500 2 201509 CHEM 
40207 Lec CHEM3220U 28 1240 1400 9 201509 CHEM 
40207 Lec CHEM3220U 28 1110 1230 1 201509 CHEM 
40207 Lec CHEM3220U 28 1110 1230 6 201509 CHEM 
40207 Lec CHEM3220U 28 1240 1400 4 201509 CHEM 
42940 Lab CHEM3220U 16 1240 1400 2 201509 CHEM 
42940 Lab CHEM3220U 16 1240 1400 7 201509 CHEM 
42941 Lab CHEM3220U 12 1110 1230 9 201509 CHEM 
42941 Lab CHEM3220U 12 1110 1230 4 201509 CHEM 
40208 Lec CHEM3510U 5 1110 1230 2 201509 CHEM 
40208 Lec CHEM3510U 5 1240 1400 10 201509 CHEM 
40208 Lec CHEM3510U 5 1110 1230 7 201509 CHEM 
40208 Lec CHEM3510U 5 1240 1400 5 201509 CHEM 
40209 Lab CHEM3510U 0 1410 1700 1 201509 CHEM 
40209 Lab CHEM3510U 0 1410 1700 6 201509 CHEM 
42320 Lab CHEM3510U 5 0810 1100 1 201509 CHEM 
42320 Lab CHEM3510U 5 0810 1100 6 201509 CHEM 
43702 Lab CHEM3510U 0 1410 1700 2 201509 CHEM 
43702 Lab CHEM3510U 0 1410 1700 7 201509 CHEM 
40210 Lec CHEM3530U 0 1110 1230 3 201509 CHEM 
40210 Lec CHEM3530U 0 1240 1400 1 201509 CHEM 
40210 Lec CHEM3530U 0 1110 1230 8 201509 CHEM 
40210 Lec CHEM3530U 0 1240 1400 6 201509 CHEM 
40224 Lab CHEM3530U 0 1410 1700 2 201509 CHEM 
40224 Lab CHEM3530U 0 1410 1700 7 201509 CHEM 
43549 Lab CHEM3530U 0 0810 1100 3 201509 CHEM 
43549 Lab CHEM3530U 0 0810 1100 8 201509 CHEM 
40212 Lec CHEM4040U 3 0940 1100 1 201509 CHEM 
40212 Lec CHEM4040U 3 0810 0930 8 201509 CHEM 
40212 Lec CHEM4040U 3 0940 1100 6 201509 CHEM 
40212 Lec CHEM4040U 3 0810 0930 3 201509 CHEM 
40213 Lab CHEM4040U 0 0810 1100 10 201509 CHEM 
40213 Lab CHEM4040U 0 0810 1100 5 201509 CHEM 
43123 Lab CHEM4040U 3 1240 1530 5 201509 CHEM 
43123 Lab CHEM4040U 3 1240 1530 10 201509 CHEM 
43912 Lec CHEM4041U 25 0940 1100 9 201509 CHEM 
43912 Lec CHEM4041U 25 0810 0930 6 201509 CHEM 
43912 Lec CHEM4041U 25 0940 1100 4 201509 CHEM 
43912 Lec CHEM4041U 25 0810 0930 1 201509 CHEM 
41908 Lec CHEM4110U 0 1240 1400 2 201509 CHEM 
41908 Lec CHEM4110U 0 1110 1230 9 201509 CHEM 
41908 Lec CHEM4110U 0 1240 1400 7 201509 CHEM 
41908 Lec CHEM4110U 0 1110 1230 4 201509 CHEM 
70149 Lec MATH1010U 149 1240 1400 3 201601 MATH 
70149 Lec MATH1010U 149 1240 1400 8 201601 MATH 
70149 Lec MATH1010U 149 1110 1230 10 201601 MATH 
70149 Lec MATH1010U 149 1110 1230 5 201601 MATH 
70150 Tut MATH1010U 35 1710 1800 8 201601 MATH 
70150 Tut MATH1010U 35 1710 1800 3 201601 MATH 
70153 Tut MATH1010U 36 1710 1800 8 201601 MATH 
70153 Tut MATH1010U 36 1710 1800 3 201601 MATH 
71939 Tut MATH1010U 36 1310 1400 5 201601 MATH 
71939 Tut MATH1010U 36 1310 1400 10 201601 MATH 
71940 Tut MATH1010U 36 1310 1400 5 201601 MATH 
71940 Tut MATH1010U 36 1310 1400 10 201601 MATH 
72861 Lec MATH1010U 150 0940 1100 8 201601 MATH 
72861 Lec MATH1010U 150 0810 0930 5 201601 MATH 
72861 Lec MATH1010U 150 0940 1100 3 201601 MATH 
72861 Lec MATH1010U 150 0810 0930 10 201601 MATH 
72862 Tut MATH1010U 36 0910 1000 9 201601 MATH 
72862 Tut MATH1010U 36 0910 1000 4 201601 MATH 
72863 Tut MATH1010U 36 0910 1000 9 201601 MATH 
72863 Tut MATH1010U 36 0910 1000 4 201601 MATH 
72864 Tut MATH1010U 36 1710 1800 8 201601 MATH 
72864 Tut MATH1010U 36 1710 1800 3 201601 MATH 
70154 Lec MATH1020U -1 0940 1100 1 201601 MATH 
70154 Lec MATH1020U -1 0810 0930 8 201601 MATH 
70154 Lec MATH1020U -1 0940 1100 6 201601 MATH 
70154 Lec MATH1020U -1 0810 0930 3 201601 MATH 
70155 Lec MATH1020U 79 0940 1100 9 201601 MATH 
70155 Lec MATH1020U 79 0810 0930 6 201601 MATH 
70155 Lec MATH1020U 79 0940 1100 4 201601 MATH 
70155 Lec MATH1020U 79 0810 0930 1 201601 MATH 
70157 Tut MATH1020U 0 1810 1900 3 201601 MATH 
70157 Tut MATH1020U 0 1810 1900 8 201601 MATH 
70158 Tut MATH1020U 0 1810 1900 3 201601 MATH 
70158 Tut MATH1020U 0 1810 1900 8 201601 MATH 
70159 Tut MATH1020U 0 1910 2000 8 201601 MATH 
70159 Tut MATH1020U 0 1910 2000 3 201601 MATH 
70160 Tut MATH1020U 0 1310 1400 8 201601 MATH 
70160 Tut MATH1020U 0 1310 1400 3 201601 MATH 
70161 Tut MATH1020U 0 1110 1200 2 201601 MATH 
70161 Tut MATH1020U 0 1110 1200 7 201601 MATH 
70162 Tut MATH1020U 0 1310 1400 8 201601 MATH 
70162 Tut MATH1020U 0 1310 1400 3 201601 MATH 
70163 Tut MATH1020U 0 1410 1500 4 201601 MATH 
70163 Tut MATH1020U 0 1410 1500 9 201601 MATH 
70164 Tut MATH1020U 3 0910 1000 2 201601 MATH 
70164 Tut MATH1020U 3 0910 1000 7 201601 MATH 
70165 Tut MATH1020U 0 1410 1500 4 201601 MATH 
70165 Tut MATH1020U 0 1410 1500 9 201601 MATH 
70166 Tut MATH1020U 0 1110 1200 9 201601 MATH 
70166 Tut MATH1020U 0 1110 1200 4 201601 MATH 
70167 Lec MATH1020U 8 1540 1700 6 201601 MATH 
70167 Lec MATH1020U 8 1410 1530 8 201601 MATH 
70167 Lec MATH1020U 8 1540 1700 1 201601 MATH 
70167 Lec MATH1020U 8 1410 1530 3 201601 MATH 
70168 Tut MATH1020U 5 0810 0900 4 201601 MATH 
70168 Tut MATH1020U 5 0810 0900 9 201601 MATH 
70169 Tut MATH1020U 26 0810 0900 4 201601 MATH 
70169 Tut MATH1020U 26 0810 0900 9 201601 MATH 
70170 Tut MATH1020U 34 0810 0900 4 201601 MATH 
70170 Tut MATH1020U 34 0810 0900 9 201601 MATH 
70171 Tut MATH1020U 0 1010 1100 3 201601 MATH 
70171 Tut MATH1020U 0 1010 1100 8 201601 MATH 
70172 Tut MATH1020U 15 1010 1100 3 201601 MATH 
70172 Tut MATH1020U 15 1010 1100 8 201601 MATH 
70851 Lec MATH1020U 116 1410 1530 6 201601 MATH 
70851 Lec MATH1020U 116 1540 1700 4 201601 MATH 
70851 Lec MATH1020U 116 1410 1530 1 201601 MATH 
70851 Lec MATH1020U 116 1540 1700 9 201601 MATH 
70852 Tut MATH1020U 24 1010 1100 3 201601 MATH 
70852 Tut MATH1020U 24 1010 1100 8 201601 MATH 
71950 Tut MATH1020U 0 1710 1800 4 201601 MATH 
71950 Tut MATH1020U 0 1710 1800 9 201601 MATH 
71951 Tut MATH1020U 0 1110 1200 10 201601 MATH 
71951 Tut MATH1020U 0 1110 1200 5 201601 MATH 
72660 Tut MATH1020U 0 1310 1400 7 201601 MATH 
72660 Tut MATH1020U 0 1310 1400 2 201601 MATH 
72676 Tut MATH1020U 21 1510 1600 2 201601 MATH 
72676 Tut MATH1020U 21 1510 1600 7 201601 MATH 
72865 Tut MATH1020U 26 1410 1500 7 201601 MATH 
72865 Tut MATH1020U 26 1410 1500 2 201601 MATH 
72866 Tut MATH1020U 8 1410 1500 5 201601 MATH 
72866 Tut MATH1020U 8 1410 1500 10 201601 MATH 
72867 Tut MATH1020U 26 1410 1500 5 201601 MATH 
72867 Tut MATH1020U 26 1410 1500 10 201601 MATH 
72868 Tut MATH1020U 14 1210 1300 5 201601 MATH 
72868 Tut MATH1020U 14 1210 1300 10 201601 MATH 
73689 Tut MATH1020U 0 1210 1300 5 201601 MATH 
73689 Tut MATH1020U 0 1210 1300 10 201601 MATH 
71309 Lec MATH1880U 18 0940 1100 10 201601 MATH 
71309 Lec MATH1880U 18 0810 0930 7 201601 MATH 
71309 Lec MATH1880U 18 0940 1100 5 201601 MATH 
71309 Lec MATH1880U 18 0810 0930 2 201601 MATH 
71310 Tut MATH1880U 11 1110 1230 9 201601 MATH 
71310 Tut MATH1880U 11 1110 1230 4 201601 MATH 
71311 Tut MATH1880U 5 0940 1100 9 201601 MATH 
71311 Tut MATH1880U 5 0940 1100 4 201601 MATH 
72677 Lec MATH2050U 92 1240 1400 2 201601 MATH 
72677 Lec MATH2050U 92 1110 1230 9 201601 MATH 
72677 Lec MATH2050U 92 1240 1400 7 201601 MATH 
72677 Lec MATH2050U 92 1110 1230 4 201601 MATH 
72678 Tut MATH2050U 18 1410 1500 3 201601 MATH 
72678 Tut MATH2050U 18 1410 1500 8 201601 MATH 
72679 Tut MATH2050U 8 1410 1500 7 201601 MATH 
72679 Tut MATH2050U 8 1410 1500 2 201601 MATH 
73012 Tut MATH2050U 30 0810 0900 3 201601 MATH 
73012 Tut MATH2050U 30 0810 0900 8 201601 MATH 
72869 Lec MATH2055U 24 1240 1400 9 201601 MATH 
72869 Lec MATH2055U 24 1110 1230 1 201601 MATH 
72869 Lec MATH2055U 24 1110 1230 6 201601 MATH 
72869 Lec MATH2055U 24 1240 1400 4 201601 MATH 
72870 Tut MATH2055U 24 1110 1200 8 201601 MATH 
72870 Tut MATH2055U 24 1110 1200 3 201601 MATH 
70175 Lec MATH2060U 34 1240 1400 3 201601 MATH 
70175 Lec MATH2060U 34 1240 1400 8 201601 MATH 
70175 Lec MATH2060U 34 1110 1230 10 201601 MATH 
70175 Lec MATH2060U 34 1110 1230 5 201601 MATH 
70177 Lec MATH2070U 32 0940 1100 9 201601 MATH 
70177 Lec MATH2070U 32 0810 0930 6 201601 MATH 
70177 Lec MATH2070U 32 0940 1100 4 201601 MATH 
70177 Lec MATH2070U 32 0810 0930 1 201601 MATH 
70178 Tut MATH2070U 0 1410 1500 4 201601 MATH 
70178 Tut MATH2070U 0 1410 1500 9 201601 MATH 
70179 Tut MATH2070U 0 1410 1500 4 201601 MATH 
70179 Tut MATH2070U 0 1410 1500 9 201601 MATH 
70180 Tut MATH2070U 27 0810 0900 7 201601 MATH 
70180 Tut MATH2070U 27 0810 0900 2 201601 MATH 
70181 Tut MATH2070U 8 0810 0900 3 201601 MATH 
70181 Tut MATH2070U 8 0810 0900 8 201601 MATH 
70182 Tut MATH2070U 0 1110 1200 9 201601 MATH 
70182 Tut MATH2070U 0 1110 1200 4 201601 MATH 
70183 Tut MATH2070U 3 1210 1300 7 201601 MATH 
70183 Tut MATH2070U 3 1210 1300 2 201601 MATH 
70184 Tut MATH2070U 9 1510 1600 9 201601 MATH 
70184 Tut MATH2070U 9 1510 1600 4 201601 MATH 
72279 Tut MATH2070U 18 1510 1600 9 201601 MATH 
72279 Tut MATH2070U 18 1510 1600 4 201601 MATH 
72280 Tut MATH2070U 19 0910 1000 3 201601 MATH 
72280 Tut MATH2070U 19 0910 1000 8 201601 MATH 
72338 Lec MATH2070U 44 1240 1400 9 201601 MATH 
72338 Lec MATH2070U 44 1110 1230 1 201601 MATH 
72338 Lec MATH2070U 44 1110 1230 6 201601 MATH 
72338 Lec MATH2070U 44 1240 1400 4 201601 MATH 
73785 Tut MATH2070U 2 1410 1500 5 201601 MATH 
73785 Tut MATH2070U 2 1410 1500 10 201601 MATH 
70861 Lec MATH2072U 3 0810 0930 4 201601 MATH 
70861 Lec MATH2072U 3 0940 1100 2 201601 MATH 
70861 Lec MATH2072U 3 0810 0930 9 201601 MATH 
70861 Lec MATH2072U 3 0940 1100 7 201601 MATH 
70862 Tut MATH2072U 1 1410 1500 5 201601 MATH 
